audio_path	transcript	phoneme_transcript
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_166.wav	sáng hôm sau trước khi ra đi anh ta đổ tro nước vung vẩy ra khắp nền nhà lại đại tiện ra ngay trên giường bôi khắp chiếu mền	s#a5a#N5a#_5a# h#o1#m1#_1# s#a_X1#w1#_1# ts#M75b#k5b#_5b# x#i1#_1# z#a1#_1# d#i1#_1# E_X1#J1#_1# t#a1#_1# d#o3#_3# ts#O1#_1# n#M75b#k5b#_5b# v#u1#Nm1#_1# v#7_X3#j3#_3# z#a1#_1# x#a_X5b#p5b#_5b# n#e2#n2#_2# J#a2#_2# l#a6a#j6a#_6a# d#a6a#j6a#_6a# t#ie6a#n6a#_6a# z#a1#_1# N#a_X1#j1#_1# ts#e1#n1#_1# z#M72#N2#_2# b#o1#j1#_1# x#a_X5b#p5b#_5b# ts#ie5a#w5a#_5a# m#e2#n2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_167.wav	các đại biểu đồng tình việc quyết định chọn ngày địa điểm hình thức tưởng niệm sẽ được thực hiện đúng các qui trình thủ tục hiện hành	k#a5b#k5b#_5b# d#a6a#j6a#_6a# b#ie3#w3#_3# d#o2#Nm2#_2# t#i2#J2#_2# v#ie6b#k6b#_6b# k#wp5b#ie5b#t5b#_5b# d#i6a#J6a#_6a# ts#O6a#n6a#_6a# N#a_X2#j2#_2# d#ie6a#_6a# d#ie3#m3#_3# h#i2#J2#_2# t_h#M5b#k5b#_5b# t#M73#N3#_3# n#ie6a#m6a#_6a# s#E4#_4# d#M76b#k6b#_6b# t_h#M6b#k6b#_6b# h#ie6a#n6a#_6a# d#u5a#Nm5a#_5a# k#a5b#k5b#_5b# k#wp1#i1#_1# ts#i2#J2#_2# t_h#u3#_3# t#u6b#kp6b#_6b# h#ie6a#n6a#_6a# h#E_X2#J2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_168.wav	tất cả các dữ kiện những điểm còn chưa chắc chắn và các vấn đề liên quan cần phải được thảo luận công khai	t#7_X5b#t5b#_5b# k#a3#_3# k#a5b#k5b#_5b# z#M4#_4# k#ie6a#n6a#_6a# J#M4#N4#_4# d#ie3#m3#_3# k#O2#n2#_2# ts#M71#_1# ts#a_X5b#k5b#_5b# ts#a_X5a#n5a#_5a# v#a2#_2# k#a5b#k5b#_5b# v#7_X5a#n5a#_5a# d#e2#_2# l#ie1#n1#_1# k#wp1#a1#n1#_1# k#7_X2#n2#_2# f#a3#j3#_3# d#M76b#k6b#_6b# t_h#a3#w3#_3# l#wp6a#7_X6a#n6a#_6a# k#o1#Nm1#_1# x#a1#j1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_169.wav	nhà máy đường hiệp hòa được cục trồng trọt cho phép thử nghiệm nước thải làm phân bón nên tỉnh buộc phải chấp thuận	J#a2#_2# m#a_X5a#j5a#_5a# d#M72#N2#_2# h#ie6b#p6b#_6b# h#wp2#a2#_2# d#M76b#k6b#_6b# k#u6b#kp6b#_6b# ts#o2#Nm2#_2# ts#O6b#t6b#_6b# ts#O1#_1# f#E5b#p5b#_5b# t_h#M3#_3# N#ie6a#m6a#_6a# n#M75b#k5b#_5b# t_h#a3#j3#_3# l#a2#m2#_2# f#7_X1#n1#_1# b#O5a#n5a#_5a# n#e1#n1#_1# t#i3#J3#_3# b#uo6b#k6b#_6b# f#a3#j3#_3# ts#7_X5b#p5b#_5b# t_h#wp6a#7_X6a#n6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_170.wav	ngược lại thống kê tại nhiều nước cho thấy không ít nạn nhân của tai biến mạch máu não thuyên tắc mạch vành	N#M76b#k6b#_6b# l#a6a#j6a#_6a# t_h#o5a#Nm5a#_5a# k#e1#_1# t#a6a#j6a#_6a# J#ie2#w2#_2# n#M75b#k5b#_5b# ts#O1#_1# t_h#7_X5a#j5a#_5a# x#o1#Nm1#_1# i5b#t5b#_5b# n#a6a#n6a#_6a# J#7_X1#n1#_1# k#uo3#_3# t#a1#j1#_1# b#ie5a#n5a#_5a# m#E_X6b#k6b#_6b# m#a_X5a#w5a#_5a# n#a4#w4#_4# t_h#wp1#ie1#n1#_1# t#a_X5b#k5b#_5b# m#E_X6b#k6b#_6b# v#E_X2#J2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_171.wav	hiện chưa thể nói chính xác cấp ủy địa phương đang yêu cầu số cán bộ có tiêu cực kiểm điểm cuối tháng mới có kết quả	h#ie6a#n6a#_6a# ts#M71#_1# t_h#e3#_3# n#O5a#j5a#_5a# ts#i5a#J5a#_5a# s#a5b#k5b#_5b# k#7_X5b#p5b#_5b# wp3#i3#_3# d#ie6a#_6a# f#M71#N1#_1# d#a1#N1#_1# ie1#w1#_1# k#7_X2#w2#_2# s#o5a#_5a# k#a5a#n5a#_5a# b#o6a#_6a# k#O5a#_5a# t#ie1#w1#_1# k#M6b#k6b#_6b# k#ie3#m3#_3# d#ie3#m3#_3# k#uo5a#j5a#_5a# t_h#a5a#N5a#_5a# m#75a#j5a#_5a# k#O5a#_5a# k#e5b#t5b#_5b# k#wp3#a3#_3#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_172.wav	hầu hết ý kiến này đều đi vào những vấn đề rất cụ thể trong đó những vấn đề có ý kiến ngược chiều nhau trong cách thức xử lý	h#7_X2#w2#_2# h#e5b#t5b#_5b# i5a#_5a# k#ie5a#n5a#_5a# n#a_X2#j2#_2# d#e2#w2#_2# d#i1#_1# v#a2#w2#_2# J#M4#N4#_4# v#7_X5a#n5a#_5a# d#e2#_2# z#7_X5b#t5b#_5b# k#u6a#_6a# t_h#e3#_3# ts#O_X1#Nm1#_1# d#O5a#_5a# J#M4#N4#_4# v#7_X5a#n5a#_5a# d#e2#_2# k#O5a#_5a# i5a#_5a# k#ie5a#n5a#_5a# N#M76b#k6b#_6b# ts#ie2#w2#_2# J#a_X1#w1#_1# ts#O_X1#Nm1#_1# k#E_X5b#k5b#_5b# t_h#M5b#k5b#_5b# s#M3#_3# l#i5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_173.wav	từ sáng sớm đến mãi tối mịt mới có chỗ bay trong khi cả ngày có cả chục chuyến bay về đây	t#M2#_2# s#a5a#N5a#_5a# s#75a#m5a#_5a# d#e5a#n5a#_5a# m#a4#j4#_4# t#o5a#j5a#_5a# m#i6b#t6b#_6b# m#75a#j5a#_5a# k#O5a#_5a# ts#o4#_4# b#a_X1#j1#_1# ts#O_X1#Nm1#_1# x#i1#_1# k#a3#_3# N#a_X2#j2#_2# k#O5a#_5a# k#a3#_3# ts#u6b#kp6b#_6b# ts#wp5a#ie5a#n5a#_5a# b#a_X1#j1#_1# v#e2#_2# d#7_X1#j1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_174.wav	ông cho biết muốn thành hội viên hội gà hồ phải có tối thiểu một cỗ gà gồm một con trống và bốn con mái	o1#Nm1#_1# ts#O1#_1# b#ie5b#t5b#_5b# m#uo5a#n5a#_5a# t_h#E_X2#J2#_2# h#o6a#j6a#_6a# v#ie1#n1#_1# h#o6a#j6a#_6a# G#a2#_2# h#o2#_2# f#a3#j3#_3# k#O5a#_5a# t#o5a#j5a#_5a# t_h#ie3#w3#_3# m#o6b#t6b#_6b# k#o4#_4# G#a2#_2# G#o2#m2#_2# m#o6b#t6b#_6b# k#O1#n1#_1# ts#o5a#Nm5a#_5a# v#a2#_2# b#o5a#n5a#_5a# k#O1#n1#_1# m#a5a#j5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_175.wav	nhưng có lẽ bảo sẽ mãi biết ơn trái tim nhân ái cuối cùng của cha danh đã an ủi tuổi thơ bất hạnh của mình	J#M1#N1#_1# k#O5a#_5a# l#E4#_4# b#a3#w3#_3# s#E4#_4# m#a4#j4#_4# b#ie5b#t5b#_5b# 71#n1#_1# ts#a5a#j5a#_5a# t#i1#m1#_1# J#7_X1#n1#_1# a5a#j5a#_5a# k#uo5a#j5a#_5a# k#u2#Nm2#_2# k#uo3#_3# ts#a1#_1# z#E_X1#J1#_1# d#a4#_4# a1#n1#_1# u3#j3#_3# t#uo3#j3#_3# t_h#71#_1# b#7_X5b#t5b#_5b# h#E_X6a#J6a#_6a# k#uo3#_3# m#i2#J2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_176.wav	biết bao nhiêu điều đã trôi qua như nhớ những buổi chiều trên quê hương tôi	b#ie5b#t5b#_5b# b#a1#w1#_1# J#ie1#w1#_1# d#ie2#w2#_2# d#a4#_4# ts#o1#j1#_1# k#wp1#a1#_1# J#M1#_1# J#75a#_5a# J#M4#N4#_4# b#uo3#j3#_3# ts#ie2#w2#_2# ts#e1#n1#_1# k#wp1#e1#_1# h#M71#N1#_1# t#o1#j1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_177.wav	vụ hàng trăm người tấn công công an bằng chai xăng ở kim nỗ hà nội	v#u6a#_6a# h#a2#N2#_2# ts#a_X1#m1#_1# N#M72#j2#_2# t#7_X5a#n5a#_5a# k#o1#Nm1#_1# k#o1#Nm1#_1# a1#n1#_1# b#a_X2#N2#_2# ts#a1#j1#_1# s#a_X1#N1#_1# 73#_3# k#i1#m1#_1# n#o4#_4# h#a2#_2# n#o6a#j6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_178.wav	anh vẫn nhớ mãi những lần chúng ta cùng nhau đi dạo những lần chúng ta đi ăn kem	E_X1#J1#_1# v#7_X4#n4#_4# J#75a#_5a# m#a4#j4#_4# J#M4#N4#_4# l#7_X2#n2#_2# ts#u5a#Nm5a#_5a# t#a1#_1# k#u2#Nm2#_2# J#a_X1#w1#_1# d#i1#_1# z#a6a#w6a#_6a# J#M4#N4#_4# l#7_X2#n2#_2# ts#u5a#Nm5a#_5a# t#a1#_1# d#i1#_1# a_X1#n1#_1# k#E1#m1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_179.wav	theo nhận định của ngành y tế dịch tả bùng phát tại quỳnh lưu là do nguồn thực phẩm và nguồn nước đều bị nhiễm phẩy khuẩn tả	t_h#E1#w1#_1# J#7_X6a#n6a#_6a# d#i6a#J6a#_6a# k#uo3#_3# N#E_X2#J2#_2# i1#_1# t#e5a#_5a# z#i6b#k6b#_6b# t#a3#_3# b#u2#Nm2#_2# f#a5b#t5b#_5b# t#a6a#j6a#_6a# k#wp2#i2#J2#_2# l#M1#w1#_1# l#a2#_2# z#O1#_1# N#uo2#n2#_2# t_h#M6b#k6b#_6b# f#7_X3#m3#_3# v#a2#_2# N#uo2#n2#_2# n#M75b#k5b#_5b# d#e2#w2#_2# b#i6a#_6a# J#ie4#m4#_4# f#7_X3#j3#_3# x#wp3#7_X3#n3#_3# t#a3#_3#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_180.wav	việt hồng đáp chính là việc cải thiện cơ sở hạ tầng mỹ quan khu vực	v#ie6b#t6b#_6b# h#o2#Nm2#_2# d#a5b#p5b#_5b# ts#i5a#J5a#_5a# l#a2#_2# v#ie6b#k6b#_6b# k#a3#j3#_3# t_h#ie6a#n6a#_6a# k#71#_1# s#73#_3# h#a6a#_6a# t#7_X2#N2#_2# m#i4#_4# k#wp1#a1#n1#_1# x#u1#_1# v#M6b#k6b#_6b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_181.wav	cô nói sự nghiệp chính của cô là sân khấu bởi ở đó cô có được nhiều cơ hội thể hiện mình được trải nghiệm qua nhiều nhân vật	k#o1#_1# n#O5a#j5a#_5a# s#M6a#_6a# N#ie6b#p6b#_6b# ts#i5a#J5a#_5a# k#uo3#_3# k#o1#_1# l#a2#_2# s#7_X1#n1#_1# x#7_X5a#w5a#_5a# b#73#j3#_3# 73#_3# d#O5a#_5a# k#o1#_1# k#O5a#_5a# d#M76b#k6b#_6b# J#ie2#w2#_2# k#71#_1# h#o6a#j6a#_6a# t_h#e3#_3# h#ie6a#n6a#_6a# m#i2#J2#_2# d#M76b#k6b#_6b# ts#a3#j3#_3# N#ie6a#m6a#_6a# k#wp1#a1#_1# J#ie2#w2#_2# J#7_X1#n1#_1# v#7_X6b#t6b#_6b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_182.wav	các quỹ đầu tư nước ngoài nhân cơ hội này sẵn sàng lựa chọn các dự án tiềm năng nhất đề nghị hợp tác hoặc mua lại với giá thấp	k#a5b#k5b#_5b# k#wp4#i4#_4# d#7_X2#w2#_2# t#M1#_1# n#M75b#k5b#_5b# N#wp2#a2#j2#_2# J#7_X1#n1#_1# k#71#_1# h#o6a#j6a#_6a# n#a_X2#j2#_2# s#a_X4#n4#_4# s#a2#N2#_2# l#M76a#_6a# ts#O6a#n6a#_6a# k#a5b#k5b#_5b# z#M6a#_6a# a5a#n5a#_5a# t#ie2#m2#_2# n#a_X1#N1#_1# J#7_X5b#t5b#_5b# d#e2#_2# N#i6a#_6a# h#76b#p6b#_6b# t#a5b#k5b#_5b# h#wp6b#a_X6b#k6b#_6b# m#uo1#_1# l#a6a#j6a#_6a# v#75a#j5a#_5a# z#a5a#_5a# t_h#7_X5b#p5b#_5b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_183.wav	sau vài dòng tin nhắn trên báo những thầy cô giáo những cựu học sinh nay tóc đã bạc tìm đến viếng đồng đội	s#a_X1#w1#_1# v#a2#j2#_2# z#O_X2#Nm2#_2# t#i1#n1#_1# J#a_X5a#n5a#_5a# ts#e1#n1#_1# b#a5a#w5a#_5a# J#M4#N4#_4# t_h#7_X2#j2#_2# k#o1#_1# z#a5a#w5a#_5a# J#M4#N4#_4# k#M6a#w6a#_6a# h#O_X6b#kp6b#_6b# s#i1#J1#_1# n#a_X1#j1#_1# t#O_X5b#kp5b#_5b# d#a4#_4# b#a6b#k6b#_6b# t#i2#m2#_2# d#e5a#n5a#_5a# v#ie5a#N5a#_5a# d#o2#Nm2#_2# d#o6a#j6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_184.wav	cũng có thể dùng ruột cây lô hội nha đam thoa lên vùng dưới cằm để nhanh chóng cảm thấy dễ chịu	k#u4#Nm4#_4# k#O5a#_5a# t_h#e3#_3# z#u2#Nm2#_2# z#uo6b#t6b#_6b# k#7_X1#j1#_1# l#o1#_1# h#o6a#j6a#_6a# J#a1#_1# d#a1#m1#_1# t_h#wp1#a1#_1# l#e1#n1#_1# v#u2#Nm2#_2# z#M75a#j5a#_5a# k#a_X2#m2#_2# d#e3#_3# J#E_X1#J1#_1# ts#O_X5a#Nm5a#_5a# k#a3#m3#_3# t_h#7_X5a#j5a#_5a# z#e4#_4# ts#i6a#w6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_185.wav	ông ẩn lại so sánh với những con chim ông nuôi như chim phải cho ăn hoài nó mới hót	o1#Nm1#_1# 7_X3#n3#_3# l#a6a#j6a#_6a# s#O1#_1# s#E_X5a#J5a#_5a# v#75a#j5a#_5a# J#M4#N4#_4# k#O1#n1#_1# ts#i1#m1#_1# o1#Nm1#_1# n#uo1#j1#_1# J#M1#_1# ts#i1#m1#_1# f#a3#j3#_3# ts#O1#_1# a_X1#n1#_1# h#wp2#a2#j2#_2# n#O5a#_5a# m#75a#j5a#_5a# h#O5b#t5b#_5b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_186.wav	trong khi đó vào mùa lũ vì cống nhỏ nên nước sẽ thoát không kịp gây ngập úng trong vùng đê bao	ts#O_X1#Nm1#_1# x#i1#_1# d#O5a#_5a# v#a2#w2#_2# m#uo2#_2# l#u4#_4# v#i2#_2# k#o5a#Nm5a#_5a# J#O3#_3# n#e1#n1#_1# n#M75b#k5b#_5b# s#E4#_4# t_h#wp5b#a5b#t5b#_5b# x#o1#Nm1#_1# k#i6b#p6b#_6b# G#7_X1#j1#_1# N#7_X6b#p6b#_6b# u5a#Nm5a#_5a# ts#O_X1#Nm1#_1# v#u2#Nm2#_2# d#e1#_1# b#a1#w1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_187.wav	ai cũng biết rằng trẻ nạo phá thai sẽ để lại những hậu quả đáng tiếc cho tương lai	a1#j1#_1# k#u4#Nm4#_4# b#ie5b#t5b#_5b# z#a_X2#N2#_2# ts#E3#_3# n#a6a#w6a#_6a# f#a5a#_5a# t_h#a1#j1#_1# s#E4#_4# d#e3#_3# l#a6a#j6a#_6a# J#M4#N4#_4# h#7_X6a#w6a#_6a# k#wp3#a3#_3# d#a5a#N5a#_5a# t#ie5b#k5b#_5b# ts#O1#_1# t#M71#N1#_1# l#a1#j1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_188.wav	do đó việc xã hội hóa cần tính đến các giải pháp đối với mạng phân phối bán lẻ đến hộ dân	z#O1#_1# d#O5a#_5a# v#ie6b#k6b#_6b# s#a4#_4# h#o6a#j6a#_6a# h#wp5a#a5a#_5a# k#7_X2#n2#_2# t#i5a#J5a#_5a# d#e5a#n5a#_5a# k#a5b#k5b#_5b# z#a3#j3#_3# f#a5b#p5b#_5b# d#o5a#j5a#_5a# v#75a#j5a#_5a# m#a6a#N6a#_6a# f#7_X1#n1#_1# f#o5a#j5a#_5a# b#a5a#n5a#_5a# l#E3#_3# d#e5a#n5a#_5a# h#o6a#_6a# z#7_X1#n1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_189.wav	tôi rất đỗi ngạc nhiên khi được biết ý tưởng này lại là vì ông nội muốn thế	t#o1#j1#_1# z#7_X5b#t5b#_5b# d#o4#j4#_4# N#a6b#k6b#_6b# J#ie1#n1#_1# x#i1#_1# d#M76b#k6b#_6b# b#ie5b#t5b#_5b# i5a#_5a# t#M73#N3#_3# n#a_X2#j2#_2# l#a6a#j6a#_6a# l#a2#_2# v#i2#_2# o1#Nm1#_1# n#o6a#j6a#_6a# m#uo5a#n5a#_5a# t_h#e5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_190.wav	có lẽ vì sản phẩm của mình kết hợp hài hòa đông tây nên giữ chân được khách hàng chăng	k#O5a#_5a# l#E4#_4# v#i2#_2# s#a3#n3#_3# f#7_X3#m3#_3# k#uo3#_3# m#i2#J2#_2# k#e5b#t5b#_5b# h#76b#p6b#_6b# h#a2#j2#_2# h#wp2#a2#_2# d#o1#Nm1#_1# t#7_X1#j1#_1# n#e1#n1#_1# z#M4#_4# ts#7_X1#n1#_1# d#M76b#k6b#_6b# x#E_X5b#k5b#_5b# h#a2#N2#_2# ts#a_X1#N1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_191.wav	khi việc học là ép buộc hoặc vượt quá khả năng của học sinh sẽ sinh ra cảm xúc tiêu cực đối với chuyện học	x#i1#_1# v#ie6b#k6b#_6b# h#O_X6b#kp6b#_6b# l#a2#_2# E5b#p5b#_5b# b#uo6b#k6b#_6b# h#wp6b#a_X6b#k6b#_6b# v#M76b#t6b#_6b# k#wp5a#a5a#_5a# x#a3#_3# n#a_X1#N1#_1# k#uo3#_3# h#O_X6b#kp6b#_6b# s#i1#J1#_1# s#E4#_4# s#i1#J1#_1# z#a1#_1# k#a3#m3#_3# s#u5b#kp5b#_5b# t#ie1#w1#_1# k#M6b#k6b#_6b# d#o5a#j5a#_5a# v#75a#j5a#_5a# ts#wp6a#ie6a#n6a#_6a# h#O_X6b#kp6b#_6b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_192.wav	thân cây ngoài nấu canh còn phơi cho hơi héo để muối chua ăn rất giòn và độc đáo	t_h#7_X1#n1#_1# k#7_X1#j1#_1# N#wp2#a2#j2#_2# n#7_X5a#w5a#_5a# k#E_X1#J1#_1# k#O2#n2#_2# f#71#j1#_1# ts#O1#_1# h#71#j1#_1# h#E5a#w5a#_5a# d#e3#_3# m#uo5a#j5a#_5a# ts#uo1#_1# a_X1#n1#_1# z#7_X5b#t5b#_5b# z#O2#n2#_2# v#a2#_2# d#o6b#kp6b#_6b# d#a5a#w5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_193.wav	con đường trước nhà tôi thỉnh thoảng có đồng bào dân tộc thiểu số cưỡi voi đi qua	k#O1#n1#_1# d#M72#N2#_2# ts#M75b#k5b#_5b# J#a2#_2# t#o1#j1#_1# t_h#i3#J3#_3# t_h#wp3#a3#N3#_3# k#O5a#_5a# d#o2#Nm2#_2# b#a2#w2#_2# z#7_X1#n1#_1# t#o6b#kp6b#_6b# t_h#ie3#w3#_3# s#o5a#_5a# k#M74#j4#_4# v#O1#j1#_1# d#i1#_1# k#wp1#a1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_194.wav	tôi hiểu đó là một tâm lý rất bình thường và tự đặt cho mình trọng trách phải thay đổi hệ suy nghĩ này	t#o1#j1#_1# h#ie3#w3#_3# d#O5a#_5a# l#a2#_2# m#o6b#t6b#_6b# t#7_X1#m1#_1# l#i5a#_5a# z#7_X5b#t5b#_5b# b#i2#J2#_2# t_h#M72#N2#_2# v#a2#_2# t#M6a#_6a# d#a_X6b#t6b#_6b# ts#O1#_1# m#i2#J2#_2# ts#O_X6a#Nm6a#_6a# ts#E_X5b#k5b#_5b# f#a3#j3#_3# t_h#a_X1#j1#_1# d#o3#j3#_3# h#e6a#_6a# s#wp1#i1#_1# N#i4#_4# n#a_X2#j2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_195.wav	đã vậy củ lạc có hai lớp vỏ vỏ ngoài mỏng dễ vỡ lớp vỏ lụa bên trong cũng quan trọng	d#a4#_4# v#7_X6a#j6a#_6a# k#u3#_3# l#a6b#k6b#_6b# k#O5a#_5a# h#a1#j1#_1# l#75b#p5b#_5b# v#O3#_3# v#O3#_3# N#wp2#a2#j2#_2# m#O_X3#Nm3#_3# z#e4#_4# v#74#_4# l#75b#p5b#_5b# v#O3#_3# l#uo6a#_6a# b#e1#n1#_1# ts#O_X1#Nm1#_1# k#u4#Nm4#_4# k#wp1#a1#n1#_1# ts#O_X6a#Nm6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_196.wav	bùi chí vinh thanh phương vẫn có thể viết kịch tiểu thuyết hay kịch bản phim nhựa	b#u2#j2#_2# ts#i5a#_5a# v#i1#J1#_1# t_h#E_X1#J1#_1# f#M71#N1#_1# v#7_X4#n4#_4# k#O5a#_5a# t_h#e3#_3# v#ie5b#t5b#_5b# k#i6b#k6b#_6b# t#ie3#w3#_3# t_h#wp5b#ie5b#t5b#_5b# h#a_X1#j1#_1# k#i6b#k6b#_6b# b#a3#n3#_3# f#i1#m1#_1# J#M76a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_197.wav	chẳng hạn một trạm đặt ở đèo ngang xe chạy đến đó nhưng chưa đến bữa hoặc đã quá bữa xe có bắt buộc phải vào	ts#a_X3#N3#_3# h#a6a#n6a#_6a# m#o6b#t6b#_6b# ts#a6a#m6a#_6a# d#a_X6b#t6b#_6b# 73#_3# d#E2#w2#_2# N#a1#N1#_1# s#E1#_1# ts#a_X6a#j6a#_6a# d#e5a#n5a#_5a# d#O5a#_5a# J#M1#N1#_1# ts#M71#_1# d#e5a#n5a#_5a# b#M74#_4# h#wp6b#a_X6b#k6b#_6b# d#a4#_4# k#wp5a#a5a#_5a# b#M74#_4# s#E1#_1# k#O5a#_5a# b#a_X5b#t5b#_5b# b#uo6b#k6b#_6b# f#a3#j3#_3# v#a2#w2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_198.wav	tất nhiên chú tâm đến nội dung trước rồi tới nghiền ngẫm đặt tựa sách sau	t#7_X5b#t5b#_5b# J#ie1#n1#_1# ts#u5a#_5a# t#7_X1#m1#_1# d#e5a#n5a#_5a# n#o6a#j6a#_6a# z#u1#Nm1#_1# ts#M75b#k5b#_5b# z#o2#j2#_2# t#75a#j5a#_5a# N#ie2#n2#_2# N#7_X4#m4#_4# d#a_X6b#t6b#_6b# t#M76a#_6a# s#E_X5b#k5b#_5b# s#a_X1#w1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_199.wav	khối vuông ở dưới khối tròn ở trên là gì nếu biểu hiện cho ý tưởng trời tròn đất vuông thì rất thông thường	x#o5a#j5a#_5a# v#uo1#N1#_1# 73#_3# z#M75a#j5a#_5a# x#o5a#j5a#_5a# ts#O2#n2#_2# 73#_3# ts#e1#n1#_1# l#a2#_2# z#i2#_2# n#e5a#w5a#_5a# b#ie3#w3#_3# h#ie6a#n6a#_6a# ts#O1#_1# i5a#_5a# t#M73#N3#_3# ts#72#j2#_2# ts#O2#n2#_2# d#7_X5b#t5b#_5b# v#uo1#N1#_1# t_h#i2#_2# z#7_X5b#t5b#_5b# t_h#o1#Nm1#_1# t_h#M72#N2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_200.wav	có lẽ do tư chất là người muốn hoạt động vì cộng đồng nên chúng tôi hầu như không màng đến thu nhập	k#O5a#_5a# l#E4#_4# z#O1#_1# t#M1#_1# ts#7_X5b#t5b#_5b# l#a2#_2# N#M72#j2#_2# m#uo5a#n5a#_5a# h#wp6b#a6b#t6b#_6b# d#o6a#Nm6a#_6a# v#i2#_2# k#o6a#Nm6a#_6a# d#o2#Nm2#_2# n#e1#n1#_1# ts#u5a#Nm5a#_5a# t#o1#j1#_1# h#7_X2#w2#_2# J#M1#_1# x#o1#Nm1#_1# m#a2#N2#_2# d#e5a#n5a#_5a# t_h#u1#_1# J#7_X6b#p6b#_6b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK33/VIVOSSPK33_201.wav	công việc giao cho họ không phải mất nhiều thời gian để kiểm tra lại và khá yên tâm về chất lượng	k#o1#Nm1#_1# v#ie6b#k6b#_6b# z#a1#w1#_1# ts#O1#_1# h#O6a#_6a# x#o1#Nm1#_1# f#a3#j3#_3# m#7_X5b#t5b#_5b# J#ie2#w2#_2# t_h#72#j2#_2# z#a1#n1#_1# d#e3#_3# k#ie3#m3#_3# ts#a1#_1# l#a6a#j6a#_6a# v#a2#_2# x#a5a#_5a# ie1#n1#_1# t#7_X1#m1#_1# v#e2#_2# ts#7_X5b#t5b#_5b# l#M76a#N6a#_6a#
